	Gene	merge1
25414	AT5G48657.Araport11.447	1147
25415	AT5G48660.Araport11.447	216
25416	AT5G48670.Araport11.447	62
25417	AT5G48680.Araport11.447	1188
25418	AT5G48690.Araport11.447	98
25419	AT5G48700.Araport11.447	1
25420	AT5G48710.Araport11.447	4
25421	AT5G48720.Araport11.447	1088
25422	AT5G48730.Araport11.447	152
25423	AT5G48740.Araport11.447	29
25424	AT5G48750.Araport11.447	6
25425	AT5G48760.Araport11.447	7231
25426	AT5G48770.Araport11.447	174
25427	AT5G48780.Araport11.447	196
25428	AT5G48790.Araport11.447	181
25429	AT5G48800.Araport11.447	61
25430	AT5G48810.Araport11.447	6832
25431	AT5G48820.Araport11.447	168
25432	AT5G48830.Araport11.447	327
25433	AT5G48840.Araport11.447	359
25434	AT5G48850.Araport11.447	99
25435	AT5G48860.Araport11.447	0
25436	AT5G48870.Araport11.447	1491
25437	AT5G48880.Araport11.447	483
25438	AT5G48890.Araport11.447	9
25439	AT5G48900.Araport11.447	796
25440	AT5G48905.Araport11.447	1
25441	AT5G48910.Araport11.447	133
25442	AT5G48920.Araport11.447	585
25443	AT5G48930.Araport11.447	10947
25444	AT5G48940.Araport11.447	391
25445	AT5G48945.Araport11.447	1
25446	AT5G48950.Araport11.447	218
25447	AT5G48953.Araport11.447	1
25448	AT5G48960.Araport11.447	202
25449	AT5G48970.Araport11.447	287
25450	AT5G48980.Araport11.447	16
25451	AT5G48990.Araport11.447	196
25452	AT5G49000.Araport11.447	209
25453	AT5G49010.Araport11.447	500
25454	AT5G49015.Araport11.447	197
25455	AT5G49020.Araport11.447	1433
25456	AT5G49030.Araport11.447	204
25457	AT5G49040.Araport11.447	1
25458	AT5G49050.Araport11.447	0
25459	AT5G49060.Araport11.447	234
25460	AT5G49070.Araport11.447	7
25461	AT5G49100.Araport11.447	631
25462	AT5G49110.Araport11.447	28
25463	AT5G49120.Araport11.447	40
25464	AT5G49130.Araport11.447	21
25465	AT5G49140.Araport11.447	25
25466	AT5G49150.Araport11.447	6
25467	AT5G49160.Araport11.447	297
25468	AT5G49170.Araport11.447	67
25469	AT5G49180.Araport11.447	3
25470	AT5G49190.Araport11.447	13
25471	AT5G49200.Araport11.447	0
25472	AT5G49210.Araport11.447	2227
25473	AT5G49215.Araport11.447	145
25474	AT5G49220.Araport11.447	297
25475	AT5G49230.Araport11.447	362
25476	AT5G49240.Araport11.447	6
25477	AT5G49250.Araport11.447	0
25478	AT5G49260.Araport11.447	1
25479	AT5G49270.Araport11.447	900
25480	AT5G49280.Araport11.447	1854
25481	AT5G49290.Araport11.447	67
25482	AT5G49300.Araport11.447	563
25483	AT5G49305.Araport11.447	24
25484	AT5G49310.Araport11.447	5
25485	AT5G49320.Araport11.447	41
25486	AT5G49330.Araport11.447	7
25487	AT5G49340.Araport11.447	11
25488	AT5G49350.Araport11.447	91
25489	AT5G49360.Araport11.447	3147
25490	AT5G49390.Araport11.447	63
25491	AT5G49400.Araport11.447	1569
25492	AT5G49410.Araport11.447	196
25493	AT5G49420.Araport11.447	0
25494	AT5G49430.Araport11.447	168
25495	AT5G49440.Araport11.447	6606
25496	AT5G49450.Araport11.447	966
25497	AT5G49460.Araport11.447	1764
25498	AT5G49470.Araport11.447	369
25499	AT5G49480.Araport11.447	2652
25500	AT5G49490.Araport11.447	6
25501	AT5G49500.Araport11.447	166
25502	AT5G49510.Araport11.447	2838
25503	AT5G49520.Araport11.447	76
25504	AT5G49525.Araport11.447	83
25505	AT5G49530.Araport11.447	493
25506	AT5G49540.Araport11.447	3255
25507	AT5G49550.Araport11.447	1113
25508	AT5G49555.Araport11.447	901
25509	AT5G49560.Araport11.447	912
25510	AT5G49570.Araport11.447	1007
25511	AT5G49580.Araport11.447	284
25512	AT5G49590.Araport11.447	1
25513	AT5G49600.Araport11.447	1
25514	AT5G49610.Araport11.447	177
25515	AT5G49620.Araport11.447	46
25516	AT5G49630.Araport11.447	24
25517	AT5G49640.Araport11.447	0
25518	AT5G49645.Araport11.447	54
25519	AT5G49650.Araport11.447	886
25520	AT5G49660.Araport11.447	59
25521	AT5G49665.Araport11.447	1400
25522	AT5G49680.Araport11.447	295
25523	AT5G49690.Araport11.447	58
25524	AT5G49700.Araport11.447	331
25525	AT5G49710.Araport11.447	2627
25526	AT5G49720.Araport11.447	5418
25527	AT5G49730.Araport11.447	35
25528	AT5G49740.Araport11.447	12
25529	AT5G49750.Araport11.447	2
25530	AT5G49760.Araport11.447	1008
25531	AT5G49770.Araport11.447	77
25532	AT5G49780.Araport11.447	69
25533	AT5G49800.Araport11.447	467
25534	AT5G49810.Araport11.447	830
25535	AT5G49820.Araport11.447	945
25536	AT5G49830.Araport11.447	1267
25537	AT5G49840.Araport11.447	152
25538	AT5G49850.Araport11.447	80
25539	AT5G49860.Araport11.447	8
25540	AT5G49870.Araport11.447	62
25541	AT5G49880.Araport11.447	660
25542	AT5G49890.Araport11.447	1399
25543	AT5G49900.Araport11.447	508
25544	AT5G49910.Araport11.447	734
25545	AT5G49920.Araport11.447	2
25546	AT5G49930.Araport11.447	511
25547	AT5G49940.Araport11.447	2344
25548	AT5G49945.Araport11.447	707
25549	AT5G49950.Araport11.447	1031
25550	AT5G49960.Araport11.447	259
25551	AT5G49970.Araport11.447	1329
25552	AT5G49980.Araport11.447	1141
25553	AT5G49990.Araport11.447	251
25554	AT5G50000.Araport11.447	2032
25555	AT5G50010.Araport11.447	677
25556	AT5G50020.Araport11.447	559
25557	AT5G50030.Araport11.447	5
25558	AT5G50040.Araport11.447	4
25559	AT5G50050.Araport11.447	1
25560	AT5G50060.Araport11.447	9
25561	AT5G50070.Araport11.447	2
25562	AT5G50080.Araport11.447	0
25563	AT5G50090.Araport11.447	160
25564	AT5G50100.Araport11.447	204
25565	AT5G50110.Araport11.447	174
25566	AT5G50115.Araport11.447	8
25567	AT5G50120.Araport11.447	300
25568	AT5G50130.Araport11.447	6
25569	AT5G50140.Araport11.447	1
25570	AT5G50150.Araport11.447	904
25571	AT5G50160.Araport11.447	6
25572	AT5G50170.Araport11.447	70
25573	AT5G50175.Araport11.447	495
25574	AT5G50180.Araport11.447	1525
25575	AT5G50200.Araport11.447	1251
25576	AT5G50210.Araport11.447	416
25577	AT5G50220.Araport11.447	1
25578	AT5G50230.Araport11.447	780
25579	AT5G50240.Araport11.447	22
25580	AT5G50250.Araport11.447	254
25581	AT5G50260.Araport11.447	4
25582	AT5G50270.Araport11.447	0
25583	AT5G50280.Araport11.447	84
25584	AT5G50290.Araport11.447	95
25585	AT5G50300.Araport11.447	360
25586	AT5G50310.Araport11.447	955
25587	AT5G50320.Araport11.447	931
25588	AT5G50330.Araport11.447	192
25589	AT5G50335.Araport11.447	15
25590	AT5G50340.Araport11.447	178
25591	AT5G50345.Araport11.447	1
25592	AT5G50350.Araport11.447	268
25593	AT5G50360.Araport11.447	2
25594	AT5G50361.Araport11.447	1
25595	AT5G50365.Araport11.447	1
25596	AT5G50370.Araport11.447	1716
25597	AT5G50375.Araport11.447	1862
25598	AT5G50380.Araport11.447	764
25599	AT5G50390.Araport11.447	245
25600	AT5G50400.Araport11.447	159
25601	AT5G50410.Araport11.447	523
25602	AT5G50420.Araport11.447	456
25603	AT5G50423.Araport11.447	0
25604	AT5G50430.Araport11.447	1605
25605	AT5G50440.Araport11.447	76
25606	AT5G50443.Araport11.447	457
25607	AT5G50450.Araport11.447	174
25608	AT5G50460.Araport11.447	14344
25609	AT5G50470.Araport11.447	3
25610	AT5G50480.Araport11.447	1
25611	AT5G50490.Araport11.447	7
25612	AT5G50500.Araport11.447	1
25613	AT5G50510.Araport11.447	0
25614	AT5G50520.Araport11.447	0
25615	AT5G50530.Araport11.447	7
25616	AT5G50540.Araport11.447	0
25617	AT5G50550.Araport11.447	0
25618	AT5G50560.Araport11.447	0
25619	AT5G50565.Araport11.447	0
25620	AT5G50562.Araport11.447	0
25621	AT5G50570.Araport11.447	0
25622	AT5G50580.Araport11.447	0
25623	AT5G50590.Araport11.447	0
25624	AT5G50600.Araport11.447	0
25625	AT5G50610.Araport11.447	0
25626	AT5G50620.Araport11.447	0
25627	AT5G50630.Araport11.447	1
25628	AT5G50640.Araport11.447	32
25629	AT5G50650.Araport11.447	1
25630	AT5G50660.Araport11.447	0
25631	AT5G50665.Araport11.447	0
25632	AT5G50670.Araport11.447	0
25633	AT5G50680.Araport11.447	0
25634	AT5G50690.Araport11.447	0
25635	AT5G50700.Araport11.447	1
25636	AT5G50710.Araport11.447	0
25637	AT5G50720.Araport11.447	312
25638	AT5G50740.Araport11.447	979
25639	AT5G50750.Araport11.447	4
25640	AT5G50760.Araport11.447	4021
25641	AT5G50770.Araport11.447	29
25642	AT5G50780.Araport11.447	133
25643	AT5G50790.Araport11.447	3
25644	AT5G50800.Araport11.447	40
25645	AT5G50810.Araport11.447	4067
25646	AT5G50820.Araport11.447	284
25647	AT5G50830.Araport11.447	0
25648	AT5G50840.Araport11.447	741
25649	AT5G50850.Araport11.447	13529
25650	AT5G50860.Araport11.447	326
25651	AT5G50870.Araport11.447	2123
25652	AT5G50890.Araport11.447	79
25653	AT5G50900.Araport11.447	648
25654	AT5G50910.Araport11.447	8
25655	AT5G50915.Araport11.447	2
25656	AT5G50920.Araport11.447	3213
25657	AT5G50930.Araport11.447	119
25658	AT5G50940.Araport11.447	6
25659	AT5G50950.Araport11.447	84
25660	AT5G50960.Araport11.447	1328
25661	AT5G50970.Araport11.447	163
25662	AT5G50990.Araport11.447	83
25663	AT5G51000.Araport11.447	0
25664	AT5G51010.Araport11.447	209
25665	AT5G51020.Araport11.447	261
25666	AT5G51030.Araport11.447	5
25667	AT5G51040.Araport11.447	7604
25668	AT5G51050.Araport11.447	83
25669	AT5G51060.Araport11.447	476
25670	AT5G51070.Araport11.447	610
25671	AT5G51080.Araport11.447	204
25672	AT5G51090.Araport11.447	0
25673	AT5G51100.Araport11.447	270
25674	AT5G51110.Araport11.447	218
25675	AT5G51105.Araport11.447	0
25676	AT5G51120.Araport11.447	2439
25677	AT5G51130.Araport11.447	326
25678	AT5G51140.Araport11.447	1019
25679	AT5G51150.Araport11.447	594
25680	AT5G51160.Araport11.447	333
25681	AT5G51170.Araport11.447	388
25682	AT5G51180.Araport11.447	624
25683	AT5G51190.Araport11.447	0
25684	AT5G51195.Araport11.447	3
25685	AT5G51200.Araport11.447	293
25686	AT5G51210.Araport11.447	32
25687	AT5G51220.Araport11.447	1864
25688	AT5G51230.Araport11.447	251
25689	AT5G51250.Araport11.447	1
25690	AT5G51260.Araport11.447	280
25691	AT5G51270.Araport11.447	137
25692	AT5G51280.Araport11.447	818
25693	AT5G51290.Araport11.447	734
25694	AT5G51300.Araport11.447	750
25695	AT5G51310.Araport11.447	178
25696	AT5G51330.Araport11.447	7
25697	AT5G51340.Araport11.447	464
25698	AT5G51350.Araport11.447	129
25699	AT5G51360.Araport11.447	3
25700	AT5G51370.Araport11.447	58
25701	AT5G51380.Araport11.447	146
25702	AT5G51390.Araport11.447	278
25703	AT5G51400.Araport11.447	7518
25704	AT5G51410.Araport11.447	752
25705	AT5G51420.Araport11.447	2
25706	AT5G51430.Araport11.447	1161
25707	AT5G51440.Araport11.447	183
25708	AT5G51450.Araport11.447	368
25709	AT5G51451.Araport11.447	27
25710	AT5G51460.Araport11.447	741
25711	AT5G51465.Araport11.447	5
25712	AT5G51470.Araport11.447	193
25713	AT5G51480.Araport11.447	6
25714	AT5G51490.Araport11.447	224
25715	AT5G51500.Araport11.447	523
25716	AT5G51510.Araport11.447	1639
25717	AT5G51520.Araport11.447	210
25718	AT5G51530.Araport11.447	7
25719	AT5G51540.Araport11.447	189
25720	AT5G51545.Araport11.447	118
25721	AT5G51550.Araport11.447	1069
25722	AT5G51560.Araport11.447	607
25723	AT5G51570.Araport11.447	2283
25724	AT5G51580.Araport11.447	11
25725	AT5G51585.Araport11.447	0
25726	AT5G51590.Araport11.447	579
25727	AT5G51600.Araport11.447	303
25728	AT5G51610.Araport11.447	1
25729	AT5G51620.Araport11.447	832
25730	AT5G51630.Araport11.447	263
25731	AT5G51640.Araport11.447	299
25732	AT5G51650.Araport11.447	4
25733	AT5G51660.Araport11.447	189
25734	AT5G51670.Araport11.447	576
25735	AT5G51680.Araport11.447	3
25736	AT5G51690.Araport11.447	109
25737	AT5G51700.Araport11.447	811
25738	AT5G51710.Araport11.447	172
25739	AT5G51720.Araport11.447	20
25740	AT5G51730.Araport11.447	432
25741	AT5G51740.Araport11.447	513
25742	AT5G51750.Araport11.447	9
25743	AT5G51760.Araport11.447	14
25744	AT5G51770.Araport11.447	244
25745	AT5G51780.Araport11.447	3274
25746	AT5G51790.Araport11.447	515
25747	AT5G51795.Araport11.447	114
25748	AT5G51800.Araport11.447	5
25749	AT5G51810.Araport11.447	60
25750	AT5G51820.Araport11.447	29
25751	AT5G51830.Araport11.447	1409
25752	AT5G51840.Araport11.447	1111
25753	AT5G51845.Araport11.447	0
25754	AT5G51850.Araport11.447	62
25755	AT5G51860.Araport11.447	1
25756	AT5G51870.Araport11.447	2
25757	AT5G51880.Araport11.447	2035
25758	AT5G51890.Araport11.447	349
25759	AT5G51900.Araport11.447	2
25760	AT5G51910.Araport11.447	131
25761	AT5G51915.Araport11.447	0
25762	AT5G51920.Araport11.447	82
25763	AT5G51930.Araport11.447	73
25764	AT5G51940.Araport11.447	1364
25765	AT5G51950.Araport11.447	15
25766	AT5G51960.Araport11.447	855
25767	AT5G51970.Araport11.447	4701
25768	AT5G51980.Araport11.447	436
25769	AT5G51990.Araport11.447	2
25770	AT5G52000.Araport11.447	6
25771	AT5G52010.Araport11.447	181
25772	AT5G52020.Araport11.447	212
25773	AT5G52030.Araport11.447	183
25774	AT5G52040.Araport11.447	2800
25775	AT5G52045.Araport11.447	0
25776	AT5G52050.Araport11.447	18
25777	AT5G52060.Araport11.447	2925
25778	AT5G52070.Araport11.447	804
25779	AT5G52080.Araport11.447	0
25780	AT5G52090.Araport11.447	1
25781	AT5G52100.Araport11.447	20
25782	AT5G52110.Araport11.447	230
25783	AT5G52115.Araport11.447	3
25784	AT5G52120.Araport11.447	510
25785	AT5G52130.Araport11.447	4
25786	AT5G52140.Araport11.447	5
25787	AT5G52150.Araport11.447	1
25788	AT5G52155.Araport11.447	1
25789	AT5G52160.Araport11.447	4
25790	AT5G52170.Araport11.447	178
25791	AT5G52180.Araport11.447	0
25792	AT5G52190.Araport11.447	0
25793	AT5G52200.Araport11.447	2217
25794	AT5G52210.Araport11.447	1133
25795	AT5G52220.Araport11.447	276
25796	AT5G52230.Araport11.447	133
25797	AT5G52240.Araport11.447	9144
25798	AT5G52250.Araport11.447	484
25799	AT5G52260.Araport11.447	81
25800	AT5G52270.Araport11.447	68
25801	AT5G52280.Araport11.447	1114
25802	AT5G52290.Araport11.447	11
25803	AT5G52300.Araport11.447	46
25804	AT5G52310.Araport11.447	540
25805	AT5G52320.Araport11.447	36
25806	AT5G52330.Araport11.447	49
25807	AT5G52340.Araport11.447	4
25808	AT5G52350.Araport11.447	6
25809	AT5G52360.Araport11.447	3
25810	AT5G52370.Araport11.447	1907
25811	AT5G52380.Araport11.447	772
25812	AT5G52390.Araport11.447	4
25813	AT5G52400.Araport11.447	1
25814	AT5G52410.Araport11.447	60
25815	AT5G52420.Araport11.447	343
25816	AT5G52430.Araport11.447	505
25817	AT5G52440.Araport11.447	473
25818	AT5G52450.Araport11.447	493
25819	AT5G52460.Araport11.447	2
25820	AT5G52470.Araport11.447	8535
25821	AT5G52480.Araport11.447	2
25822	AT5G52490.Araport11.447	2
25823	AT5G52500.Araport11.447	2
25824	AT5G52510.Araport11.447	649
25825	AT5G52520.Araport11.447	359
25826	AT5G52530.Araport11.447	612
25827	AT5G52540.Araport11.447	911
25828	AT5G52545.Araport11.447	232
25829	AT5G52547.Araport11.447	33
25830	AT5G52550.Araport11.447	409
25831	AT5G52560.Araport11.447	922
25832	AT5G52570.Araport11.447	54
25833	AT5G52580.Araport11.447	712
25834	AT5G52600.Araport11.447	2
25835	AT5G52605.Araport11.447	0
25836	AT5G52610.Araport11.447	2
25837	AT5G52620.Araport11.447	6
25838	AT5G52630.Araport11.447	49
25839	AT5G52640.Araport11.447	277
25840	AT5G52650.Araport11.447	7905
25841	AT5G52655.Araport11.447	2
25842	AT5G52660.Araport11.447	506
25843	AT5G52670.Araport11.447	10
25844	AT5G52680.Araport11.447	2
25845	AT5G52690.Araport11.447	5
25846	AT5G52700.Araport11.447	1
25847	AT5G52710.Araport11.447	5
25848	AT5G52720.Araport11.447	6
25849	AT5G52730.Araport11.447	3
25850	AT5G52740.Araport11.447	3
25851	AT5G52750.Araport11.447	59
25852	AT5G52760.Araport11.447	3
25853	AT5G52770.Araport11.447	0
25854	AT5G52780.Araport11.447	35
25855	AT5G52790.Araport11.447	227
25856	AT5G52800.Araport11.447	27
25857	AT5G52810.Araport11.447	569
25858	AT5G52820.Araport11.447	1358
25859	AT5G52830.Araport11.447	608
25860	AT5G52840.Araport11.447	7526
25861	AT5G52850.Araport11.447	49
25862	AT5G52860.Araport11.447	2
25863	AT5G52870.Araport11.447	617
25864	AT5G52880.Araport11.447	416
25865	AT5G52882.Araport11.447	657
25866	AT5G52890.Araport11.447	59
25867	AT5G52900.Araport11.447	21
25868	AT5G52910.Araport11.447	121
25869	AT5G52920.Araport11.447	3425
25870	AT5G52930.Araport11.447	1
25871	AT5G52940.Araport11.447	6
25872	AT5G52950.Araport11.447	84
25873	AT5G52960.Araport11.447	360
25874	AT5G52965.Araport11.447	0
25875	AT5G52970.Araport11.447	93
25876	AT5G52975.Araport11.447	3
25877	AT5G52980.Araport11.447	1125
25878	AT5G52990.Araport11.447	695
25879	AT5G53000.Araport11.447	1377
25880	AT5G53010.Araport11.447	135
25881	AT5G53020.Araport11.447	237
25882	AT5G53030.Araport11.447	30
25883	AT5G53040.Araport11.447	1
25884	AT5G53045.Araport11.447	1343
25885	AT5G53050.Araport11.447	226
25886	AT5G53060.Araport11.447	176
25887	AT5G53070.Araport11.447	1824
25888	AT5G53080.Araport11.447	70
25889	AT5G53090.Araport11.447	720
25890	AT5G53100.Araport11.447	6
25891	AT5G53110.Araport11.447	1790
25892	AT5G53120.Araport11.447	940
25893	AT5G53130.Araport11.447	158
25894	AT5G53140.Araport11.447	3172
25895	AT5G53150.Araport11.447	123
25896	AT5G53160.Araport11.447	2622
25897	AT5G53170.Araport11.447	517
25898	AT5G53180.Araport11.447	581
25899	AT5G53190.Araport11.447	73
25900	AT5G53200.Araport11.447	50
25901	AT5G53210.Araport11.447	11
25902	AT5G53220.Araport11.447	154
25903	AT5G53230.Araport11.447	4
25904	AT5G53240.Araport11.447	0
25905	AT5G53250.Araport11.447	4641
25906	AT5G53260.Araport11.447	5
25907	AT5G53270.Araport11.447	2
25908	AT5G53280.Araport11.447	487
25909	AT5G53290.Araport11.447	715
25910	AT5G53300.Araport11.447	15264
25911	AT5G53310.Araport11.447	2787
25912	AT5G53320.Araport11.447	233
25913	AT5G53330.Araport11.447	1568
25914	AT5G53340.Araport11.447	621
25915	AT5G53350.Araport11.447	2763
25916	AT5G53360.Araport11.447	404
25917	AT5G53370.Araport11.447	1164
25918	AT5G53380.Araport11.447	35
25919	AT5G53390.Araport11.447	3
25920	AT5G53400.Araport11.447	2454
25921	AT5G53410.Araport11.447	1
25922	AT5G53420.Araport11.447	589
25923	AT5G53430.Araport11.447	73
25924	AT5G53440.Araport11.447	644
25925	AT5G53450.Araport11.447	633
25926	AT5G53460.Araport11.447	4470
25927	AT5G53470.Araport11.447	560
25928	AT5G53480.Araport11.447	1666
25929	AT5G53486.Araport11.447	3
25930	AT5G53490.Araport11.447	155
25931	AT5G53500.Araport11.447	341
25932	AT5G53510.Araport11.447	2
25933	AT5G53520.Araport11.447	1
25934	AT5G53530.Araport11.447	1458
25935	AT5G53540.Araport11.447	499
25936	AT5G53550.Araport11.447	615
25937	AT5G53560.Araport11.447	26097
25938	AT5G53570.Araport11.447	534
25939	AT5G53580.Araport11.447	173
25940	AT5G53590.Araport11.447	355
25941	AT5G53592.Araport11.447	3
25942	AT5G53600.Araport11.447	6
25943	AT5G53610.Araport11.447	1
25944	AT5G53620.Araport11.447	1153
25945	AT5G53635.Araport11.447	2
25946	AT5G53637.Araport11.447	1
25947	AT5G53640.Araport11.447	0
25948	AT5G53650.Araport11.447	3694
25949	AT5G53660.Araport11.447	3
25950	AT5G53670.Araport11.447	2
25951	AT5G53680.Araport11.447	1
25952	AT5G53700.Araport11.447	32
25953	AT5G53710.Araport11.447	27
25954	AT5G53720.Araport11.447	2
25955	AT5G53730.Araport11.447	101
25956	AT5G53740.Araport11.447	9
25957	AT5G53742.Araport11.447	0
25958	AT5G53750.Araport11.447	120
25959	AT5G53760.Araport11.447	947
25960	AT5G53770.Araport11.447	722
25961	AT5G53780.Araport11.447	2
25962	AT5G53790.Araport11.447	1
25963	AT5G53800.Araport11.447	1069
25964	AT5G53810.Araport11.447	88
25965	AT5G53820.Araport11.447	6
25966	AT5G53830.Araport11.447	26
25967	AT5G53840.Araport11.447	0
25968	AT5G53850.Araport11.447	1331
25969	AT5G53860.Araport11.447	676
25970	AT5G53870.Araport11.447	5
25971	AT5G53880.Araport11.447	40
25972	AT5G53890.Araport11.447	91
25973	AT5G53895.Araport11.447	3
25974	AT5G53900.Araport11.447	1136
25975	AT5G53905.Araport11.447	7
25976	AT5G53910.Araport11.447	0
25977	AT5G53920.Araport11.447	173
25978	AT5G53930.Araport11.447	497
25979	AT5G53940.Araport11.447	706
25980	AT5G53950.Araport11.447	6
25981	AT5G53960.Araport11.447	1
25982	AT5G53970.Araport11.447	399
25983	AT5G53980.Araport11.447	300
25984	AT5G53990.Araport11.447	226
25985	AT5G54000.Araport11.447	2
25986	AT5G54010.Araport11.447	1
25987	AT5G54020.Araport11.447	258
25988	AT5G54030.Araport11.447	95
25989	AT5G54035.Araport11.447	0
25990	AT5G54040.Araport11.447	132
25991	AT5G54043.Araport11.447	0
25992	AT5G54050.Araport11.447	104
25993	AT5G54060.Araport11.447	2
25994	AT5G54062.Araport11.447	4
25995	AT5G54067.Araport11.447	6
25996	AT5G54070.Araport11.447	0
25997	AT5G54080.Araport11.447	687
25998	AT5G54090.Araport11.447	23
25999	AT5G54095.Araport11.447	12
26000	AT5G54100.Araport11.447	1175
26001	AT5G54110.Araport11.447	1549
26002	AT5G54130.Araport11.447	158
26003	AT5G54140.Araport11.447	375
26004	AT5G54145.Araport11.447	1805
26005	AT5G54148.Araport11.447	2
26006	AT5G54150.Araport11.447	7
26007	AT5G54160.Araport11.447	10292
26008	AT5G54165.Araport11.447	82
26009	AT5G54170.Araport11.447	284
26010	AT5G54180.Araport11.447	205
26011	AT5G54190.Araport11.447	4
26012	AT5G54200.Araport11.447	252
26013	AT5G54210.Araport11.447	1
26014	AT5G54215.Araport11.447	0
26015	AT5G54220.Araport11.447	2
26016	AT5G54225.Araport11.447	0
26017	AT5G54230.Araport11.447	687
26018	AT5G54240.Araport11.447	273
26019	AT5G54250.Araport11.447	19
26020	AT5G54260.Araport11.447	146
26021	AT5G54270.Araport11.447	1200
26022	AT5G54280.Araport11.447	242
26023	AT5G54290.Araport11.447	293
26024	AT5G54300.Araport11.447	868
26025	AT5G54310.Araport11.447	2548
26026	AT5G54320.Araport11.447	3
26027	AT5G54330.Araport11.447	1
26028	AT5G54340.Araport11.447	1
26029	AT5G54350.Araport11.447	2
26030	AT5G54360.Araport11.447	12
26031	AT5G54370.Araport11.447	2496
26032	AT5G54380.Araport11.447	931
26033	AT5G54390.Araport11.447	1176
26034	AT5G54400.Araport11.447	16
26035	AT5G54410.Araport11.447	0
26036	AT5G54420.Araport11.447	1
26037	AT5G54430.Araport11.447	4693
26038	AT5G54440.Araport11.447	709
26039	AT5G54450.Araport11.447	1
26040	AT5G54460.Araport11.447	0
26041	AT5G54470.Araport11.447	79
26042	AT5G54480.Araport11.447	2
26043	AT5G54490.Araport11.447	431
26044	AT5G54500.Araport11.447	18924
26045	AT5G54510.Araport11.447	598
26046	AT5G54520.Araport11.447	127
26047	AT5G54530.Araport11.447	147
26048	AT5G54540.Araport11.447	2940
26049	AT5G54550.Araport11.447	0
26050	AT5G54560.Araport11.447	4
26051	AT5G54570.Araport11.447	165
26052	AT5G54580.Araport11.447	1767
26053	AT5G54585.Araport11.447	428
26054	AT5G54590.Araport11.447	495
26055	AT5G54600.Araport11.447	1770
26056	AT5G54610.Araport11.447	4
26057	AT5G54620.Araport11.447	3
26058	AT5G54630.Araport11.447	11
26059	AT5G54640.Araport11.447	2776
26060	AT5G54650.Araport11.447	374
26061	AT5G54660.Araport11.447	239
26062	AT5G54670.Araport11.447	899
26063	AT5G54680.Araport11.447	3117
26064	AT5G54690.Araport11.447	402
26065	AT5G54700.Araport11.447	8
26066	AT5G54710.Araport11.447	1
26067	AT5G54720.Araport11.447	2
26068	AT5G54730.Araport11.447	292
26069	AT5G54740.Araport11.447	1
26070	AT5G54745.Araport11.447	1
26071	AT5G54750.Araport11.447	2325
26072	AT5G54760.Araport11.447	7202
26073	AT5G54770.Araport11.447	427
26074	AT5G54780.Araport11.447	556
26075	AT5G54790.Araport11.447	362
26076	AT5G54800.Araport11.447	2931
26077	AT5G54810.Araport11.447	3762
26078	AT5G54820.Araport11.447	2
26079	AT5G54830.Araport11.447	342
26080	AT5G54840.Araport11.447	1319
26081	AT5G54850.Araport11.447	663
26082	AT5G54855.Araport11.447	1047
26083	AT5G54860.Araport11.447	829
26084	AT5G54870.Araport11.447	851
26085	AT5G54880.Araport11.447	138
26086	AT5G54890.Araport11.447	191
26087	AT5G54900.Araport11.447	6290
26088	AT5G54910.Araport11.447	270
26089	AT5G54920.Araport11.447	375
26090	AT5G54930.Araport11.447	257
26091	AT5G54940.Araport11.447	1415
26092	AT5G54950.Araport11.447	0
26093	AT5G54960.Araport11.447	838
26094	AT5G54970.Araport11.447	1530
26095	AT5G54980.Araport11.447	500
26096	AT5G54990.Araport11.447	4
26097	AT5G55000.Araport11.447	419
26098	AT5G55010.Araport11.447	5
26099	AT5G55020.Araport11.447	3
26100	AT5G55040.Araport11.447	805
26101	AT5G55050.Araport11.447	599
26102	AT5G55060.Araport11.447	474
26103	AT5G55070.Araport11.447	2387
26104	AT5G55080.Araport11.447	1
26105	AT5G55090.Araport11.447	165
26106	AT5G55100.Araport11.447	315
26107	AT5G55110.Araport11.447	851
26108	AT5G55120.Araport11.447	993
26109	AT5G55125.Araport11.447	2077
26110	AT5G55130.Araport11.447	967
26111	AT5G55131.Araport11.447	2
26112	AT5G55132.Araport11.447	1
26113	AT5G55135.Araport11.447	2
26114	AT5G55140.Araport11.447	1596
26115	AT5G55150.Araport11.447	7
26116	AT5G55160.Araport11.447	4729
26117	AT5G55170.Araport11.447	293
26118	AT5G55180.Araport11.447	1677
26119	AT5G55190.Araport11.447	7003
26120	AT5G55200.Araport11.447	882
26121	AT5G55210.Araport11.447	544
26122	AT5G55220.Araport11.447	147
26123	AT5G55230.Araport11.447	614
26124	AT5G55240.Araport11.447	1
26125	AT5G55250.Araport11.447	338
26126	AT5G55260.Araport11.447	1222
26127	AT5G55270.Araport11.447	16
26128	AT5G55280.Araport11.447	461
26129	AT5G55290.Araport11.447	2381
26130	AT5G55300.Araport11.447	1585
26131	AT5G55310.Araport11.447	765
26132	AT5G55320.Araport11.447	4
26133	AT5G55330.Araport11.447	1
26134	AT5G55340.Araport11.447	4
26135	AT5G55350.Araport11.447	44
26136	AT5G55360.Araport11.447	96
26137	AT5G55370.Araport11.447	15
26138	AT5G55380.Araport11.447	71
26139	AT5G55390.Araport11.447	224
26140	AT5G55400.Araport11.447	228
26141	AT5G55410.Araport11.447	2
26142	AT5G55430.Araport11.447	2
